 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  186     308         -10191.         10403.          1045.          -521.           736.
  187     309         -10110.         10474.           949.          -523.           790.
  188     310         -10031.         10544.           854.          -524.           843.
  189     311          -9952.         10612.           761.          -524.           896.
  190     312          -9875.         10678.           668.          -524.           947.
  191     313          -9798.         10742.           576.          -523.           998.
  192     314          -9723.         10805.           486.          -521.          1047.
  193     315          -9649.         10866.           396.          -518.          1096.
  194     316          -9576.         10926.           308.          -514.          1144.
  195     317          -9505.         10983.           221.          -509.          1190.
  196     318          -9434.         11039.           135.          -504.          1236.
  197     319          -9365.         11093.            50.          -498.          1281.
  198     320          -9297.         11145.           -33.          -490.          1324.
  199     321          -9230.         11195.          -116.          -482.          1366.
  200     322          -9165.         11243.          -197.          -473.          1408.
  201     323          -9101.         11289.          -277.          -463.          1448.
  202     324          -9038.         11333.          -355.          -452.          1487.
  203     325          -8977.         11375.          -433.          -440.          1525.
  204     326          -8917.         11415.          -509.          -427.          1562.
  205     327          -8859.         11453.          -584.          -414.          1597.
  206     328          -8802.         11489.          -657.          -399.          1631.
  207     329          -8746.         11523.          -729.          -383.          1664.
  208     330          -8692.         11554.          -800.          -366.          1696.
  209     331          -8639.         11583.          -870.          -348.          1727.
  210     332          -8588.         11611.          -938.          -329.          1756.
  211     333          -8538.         11636.         -1004.          -309.          1784.
  212     334          -8490.         11658.         -1070.          -288.          1810.
  213     335          -8443.         11679.         -1134.          -266.          1835.
  214     336          -8398.         11697.         -1196.          -243.          1859.
  215     337          -8355.         11713.         -1258.          -219.          1882.
  216     338          -8313.         11727.         -1317.          -194.          1903.
  217     339          -8272.         11739.         -1376.          -168.          1923.
  218     340          -8233.         11748.         -1433.          -140.          1941.
  219     341          -8196.         11755.         -1488.          -112.          1958.
  220     342          -8160.         11759.         -1542.           -83.          1974.
  221     343          -8127.         11761.         -1595.           -52.          1988.
  222     344          -8094.         11761.         -1646.           -20.          2000.
  223     345          -8063.         11759.         -1696.            12.          2012.
  224     346          -8034.         11754.         -1744.            46.          2021.
  225     347          -8007.         11746.         -1791.            81.          2030.
  226     348          -7981.         11737.         -1836.           117.          2036.
  227     349          -7957.         11725.         -1879.           154.          2042.
  228     350          -7935.         11710.         -1922.           192.          2045.
  229     351          -7914.         11693.         -1962.           231.          2048.
  230     352          -7895.         11674.         -2002.           271.          2048.
  231     353          -7878.         11652.         -2039.           312.          2047.
  232     354          -7863.         11628.         -2075.           354.          2045.
  233     355          -7849.         11602.         -2110.           398.          2041.
  234     356          -7837.         11573.         -2143.           442.          2036.
  235     357          -7826.         11542.         -2175.           488.          2029.
  236     358          -7818.         11508.         -2205.           534.          2020.
  237     359          -7811.         11472.         -2233.           581.          2010.
  238     360          -7805.         11434.         -2260.           630.          1998.
  239     361          -7802.         11393.         -2285.           679.          1985.
  240     362          -7800.         11350.         -2309.           730.          1970.
  241     363          -7800.         11304.         -2331.           781.          1954.
  242     364          -7802.         11256.         -2352.           833.          1936.
  243     365          -7805.         11206.         -2371.           887.          1916.
  244       1          -7811.         11153.         -2389.           941.          1895.
  245       2          -7818.         11098.         -2405.           996.          1872.
  246       3          -7826.         11041.         -2419.          1052.          1848.
  247       4          -7837.         10981.         -2432.          1109.          1822.
  248       5          -7849.         10919.         -2444.          1167.          1794.
  249       6          -7863.         10855.         -2454.          1226.          1765.
  250       7          -7878.         10789.         -2462.          1286.          1735.
  251       8          -7895.         10720.         -2469.          1346.          1702.
  252       9          -7914.         10649.         -2474.          1408.          1668.
  253      10          -7935.         10576.         -2478.          1470.          1633.
  254      11          -7957.         10500.         -2480.          1533.          1596.
  255      12          -7981.         10422.         -2480.          1597.          1557.
  256      13          -8007.         10343.         -2479.          1661.          1517.
  257      14          -8034.         10261.         -2477.          1726.          1476.
  258      15          -8063.         10176.         -2473.          1792.          1432.
  259      16          -8094.         10090.         -2467.          1859.          1388.
  260      17          -8127.         10002.         -2460.          1926.          1341.
  261      18          -8160.          9911.         -2452.          1994.          1293.
  262      19          -8196.          9819.         -2442.          2063.          1244.
  263      20          -8233.          9724.         -2430.          2132.          1193.
  264      21          -8272.          9628.         -2417.          2202.          1141.
  265      22          -8313.          9529.         -2403.          2273.          1087.
  266      23          -8355.          9429.         -2387.          2344.          1032.
  267      24          -8398.          9327.         -2369.          2416.           975.
  268      25          -8443.          9222.         -2350.          2488.           916.
  269      26          -8490.          9116.         -2330.          2560.           857.
  270      27          -8538.          9008.         -2308.          2634.           795.
  271      28          -8588.          8899.         -2285.          2707.           733.
  272      29          -8639.          8787.         -2260.          2781.           669.
  273      30          -8692.          8674.         -2234.          2856.           603.
  274      31          -8746.          8559.         -2207.          2930.           536.
  275      32          -8802.          8442.         -2178.          3005.           468.
  276      33          -8859.          8324.         -2148.          3081.           398.
  277      34          -8917.          8204.         -2116.          3157.           328.
  278      35          -8977.          8082.         -2083.          3233.           255.
  279      36          -9038.          7959.         -2048.          3309.           182.
  280      37          -9101.          7835.         -2013.          3385.           107.
  281      38          -9165.          7709.         -1975.          3462.            30.
  282      39          -9230.          7581.         -1937.          3539.           -47.
  283      40          -9297.          7452.         -1897.          3616.          -126.
  284      41          -9365.          7322.         -1856.          3693.          -206.
  285      42          -9434.          7191.         -1814.          3770.          -287.
  286      43          -9505.          7058.         -1770.          3848.          -369.
  287      44          -9576.          6924.         -1725.          3925.          -453.
  288      45          -9649.          6788.         -1679.          4002.          -537.
  289      46          -9723.          6652.         -1632.          4080.          -623.
  290      47          -9798.          6514.         -1583.          4157.          -710.
  291      48          -9875.          6376.         -1533.          4234.          -798.
  292      49          -9952.          6236.         -1482.          4311.          -887.
  293      50         -10031.          6095.         -1430.          4388.          -977.
  294      51         -10110.          5954.         -1377.          4465.         -1069.
  295      52         -10191.          5811.         -1322.          4542.         -1161.
  296      53         -10273.          5668.         -1267.          4618.         -1254.
  297      54         -10356.          5523.         -1210.          4694.         -1348.
  298      55         -10439.          5378.         -1152.          4770.         -1443.
  299      56         -10524.          5232.         -1093.          4846.         -1539.
  300      57         -10609.          5086.         -1033.          4921.         -1636.
  301      58         -10696.          4939.          -972.          4996.         -1733.
  302      59         -10783.          4791.          -910.          5070.         -1832.
  303      60         -10872.          4643.          -847.          5145.         -1931.
  304      61         -10961.          4494.          -782.          5218.         -2031.
  305      62         -11050.          4345.          -717.          5292.         -2132.
  306      63         -11141.          4195.          -651.          5364.         -2233.
  307      64         -11232.          4045.          -584.          5436.         -2335.
  308      65         -11324.          3894.          -516.          5508.         -2438.
  309      66         -11417.          3744.          -447.          5579.         -2541.
  310      67         -11511.          3593.          -377.          5650.         -2646.
  311      68         -11605.          3442.          -307.          5720.         -2750.
  312      69         -11699.          3290.          -235.          5789.         -2855.
  313      70         -11794.          3139.          -163.          5857.         -2961.
  314      71         -11890.          2988.           -90.          5925.         -3067.
  315      72         -11986.          2836.           -16.          5992.         -3174.
  316      73         -12083.          2685.            59.          6059.         -3281.
  317      74         -12181.          2534.           135.          6124.         -3388.
  318      75         -12278.          2382.           211.          6189.         -3496.
  319      76         -12376.          2231.           288.          6253.         -3604.
  320      77         -12475.          2081.           366.          6316.         -3712.
  321      78         -12574.          1930.           444.          6378.         -3821.
  322      79         -12673.          1780.           523.          6439.         -3930.
  323      80         -12772.          1631.           603.          6499.         -4039.
  324      81         -12872.          1481.           683.          6559.         -4148.
  325      82         -12972.          1333.           764.          6617.         -4258.
  326      83         -13072.          1185.           846.          6674.         -4367.
  327      84         -13172.          1037.           928.          6731.         -4477.
  328      85         -13273.           890.          1011.          6786.         -4586.
  329      86         -13373.           744.          1094.          6840.         -4696.
  330      87         -13474.           598.          1178.          6893.         -4805.
  331      88         -13574.           453.          1262.          6945.         -4915.
  332      89         -13675.           309.          1346.          6996.         -5024.
  333      90         -13776.           166.          1431.          7046.         -5133.
  334      91         -13877.            24.          1517.          7094.         -5242.
  335      92         -13977.          -118.          1603.          7141.         -5351.
  336      93         -14078.          -258.          1689.          7187.         -5459.
  337      94         -14178.          -397.          1775.          7232.         -5568.
  338      95         -14278.          -535.          1862.          7276.         -5676.
  339      96         -14378.          -672.          1950.          7318.         -5783.
  340      97         -14478.          -808.          2037.          7359.         -5890.
  341      98         -14578.          -943.          2125.          7399.         -5997.
  342      99         -14677.         -1076.          2213.          7437.         -6103.
  343     100         -14776.         -1208.          2301.          7474.         -6209.
  344     101         -14874.         -1339.          2389.          7510.         -6314.
  345     102         -14973.         -1468.          2478.          7544.         -6419.
  346     103         -15071.         -1596.          2567.          7577.         -6523.
  347     104         -15168.         -1722.          2656.          7608.         -6627.
  348     105         -15265.         -1847.          2745.          7638.         -6729.
  349     106         -15362.         -1970.          2834.          7667.         -6831.
  350     107         -15458.         -2092.          2923.          7694.         -6933.
  351     108         -15553.         -2212.          3012.          7720.         -7033.
  352     109         -15648.         -2330.          3101.          7744.         -7133.
  353     110         -15743.         -2446.          3190.          7767.         -7232.
  354     111         -15836.         -2561.          3279.          7788.         -7330.
  355     112         -15929.         -2674.          3369.          7808.         -7427.
  356     113         -16022.         -2785.          3458.          7826.         -7523.
  357     114         -16113.         -2894.          3547.          7843.         -7618.
  358     115         -16204.         -3001.          3636.          7858.         -7712.
  359     116         -16295.         -3106.          3724.          7872.         -7805.
  360     117         -16384.         -3210.          3813.          7884.         -7897.
  361     118         -16473.         -3311.          3901.          7895.         -7987.
  362     119         -16560.         -3410.          3989.          7904.         -8077.
  363     120         -16647.         -3507.          4077.          7911.         -8165.
  364     121         -16733.         -3602.          4165.          7917.         -8252.
  365     122         -16819.          4897.         11770.            65.           -87.
  366     123         -16903.          4418.         11518.           126.          -840.
  367     124         -16986.          3997.         11313.           186.         -1491.
  368     125         -17068.          3681.         11198.           243.         -1946.
  369     126         -17149.          3432.         11139.           301.         -2278.
  370     127         -17230.          3225.         11116.           357.         -2532.
  371     128         -17309.          3046.         11114.           413.         -2736.
  372     129         -17387.          2887.         11126.           468.         -2905.
  373     130         -17464.          2742.         11149.           523.         -3050.
  374     131         -17539.          2608.         11179.           577.         -3176.
  375     132         -17614.          2483.         11213.           630.         -3288.
  376     133         -17688.          2365.         11251.           683.         -3388.
  377     134         -17760.          2252.         11292.           736.         -3480.
  378     135         -17831.          2145.         11334.           787.         -3564.
  379     136         -17901.          2043.         11378.           838.         -3642.
  380     137         -17969.          1944.         11422.           888.         -3715.
  381     138         -18036.          1849.         11467.           938.         -3783.
  382     139         -18102.          1758.         11511.           987.         -3846.
  383     140         -18167.          1670.         11556.          1035.         -3907.
  384     141         -18230.          1584.         11600.          1082.         -3964.
  385     142         -18292.          1502.         11644.          1129.         -4018.
  386     143         -18353.          1423.         11687.          1174.         -4069.
  387     144         -18412.          1346.         11729.          1219.         -4118.
  388     145         -18470.          1272.         11771.          1263.         -4164.
  389     146         -18526.          1200.         11811.          1307.         -4208.
  390     147         -18581.          1131.         11851.          1349.         -4250.
  391     148         -18635.          1064.         11889.          1390.         -4290.
  392     149         -18687.          1000.         11927.          1431.         -4328.
  393     150         -18737.           939.         11963.          1471.         -4364.
  394     151         -18786.           880.         11999.          1509.         -4399.
  395     152         -18834.           823.         12033.          1547.         -4431.
  396     153         -18879.           768.         12065.          1584.         -4462.
  397     154         -18924.           717.         12097.          1620.         -4491.
  398     155         -18967.           667.         12127.          1654.         -4518.
  399     156         -19008.           620.         12156.          1688.         -4544.
  400     157         -19047.           575.         12184.          1721.         -4568.
  401     158         -19085.           533.         12210.          1753.         -4590.
  402     159         -19122.           493.         12235.          1783.         -4611.
  403     160         -19157.           455.         12258.          1813.         -4630.
  404     161         -19190.           420.         12280.          1842.         -4648.
  405     162         -19221.           388.         12301.          1869.         -4664.
  406     163         -19251.           357.         12320.          1896.         -4679.
  407     164         -19280.           329.         12337.          1921.         -4692.
  408     165         -19306.           304.         12354.          1945.         -4703.
  409     166         -19331.           281.         12368.          1969.         -4713.
  410     167         -19354.           260.         12382.          1991.         -4722.
  411     168         -19376.           242.         12393.          2012.         -4729.
  412     169         -19395.           226.         12404.          2032.         -4734.
  413     170         -19414.           213.         12412.          2050.         -4738.
  414     171         -19430.           202.         12420.          2068.         -4741.
  415     172         -19445.           193.         12425.          2085.         -4741.
  416     173         -19458.           187.         12430.          2100.         -4741.
  417     174         -19469.           183.         12432.          2114.         -4739.
  418     175         -19478.           182.         12434.          2127.         -4735.
  419     176         -19486.           183.         12433.          2140.         -4730.
  420     177         -19492.           186.         12431.          2150.         -4724.
  421     178         -19497.           192.         12428.          2160.         -4716.
  422     179         -19499.           201.         12423.          2169.         -4706.
  423     180         -19500.           211.         12417.          2177.         -4696.
  424     181         -19499.           224.         12409.          2183.         -4683.
  425     182         -19497.           240.         12399.          2188.         -4669.
  426     183         -19492.           258.         12388.          2193.         -4654.
  427     184         -19486.           278.         12376.          2196.         -4637.
  428     185         -19478.           300.         12361.          2198.         -4619.
  429     186         -19469.           325.         12346.          2199.         -4599.
  430     187         -19458.           352.         12329.          2199.         -4578.
  431     188         -19445.           382.         12310.          2197.         -4555.
  432     189         -19430.           414.         12290.          2195.         -4531.
  433     190         -19414.           448.         12268.          2192.         -4506.
  434     191         -19395.           485.         12245.          2187.         -4479.
  435     192         -19376.           523.         12220.          2182.         -4450.
  436     193         -19354.           564.         12194.          2175.         -4421.
  437     194         -19331.           608.         12166.          2168.         -4389.
  438     195         -19306.           653.         12137.          2159.         -4357.
  439     196         -19280.           701.         12106.          2150.         -4323.
  440     197         -19251.           751.         12074.          2139.         -4287.
  441     198         -19221.           803.         12040.          2128.         -4250.
  442     199         -19190.           857.         12005.          2115.         -4212.
  443     200         -19157.           914.         11968.          2102.         -4173.
  444     201         -19122.           972.         11930.          2087.         -4132.
  445     202         -19085.          1033.         11891.          2072.         -4089.
  446     203         -19047.          1096.         11850.          2056.         -4046.
  447     204         -19008.          1161.         11808.          2039.         -4001.
  448     205         -18967.          1228.         11764.          2021.         -3954.
  449     206         -18924.          1296.         11719.          2002.         -3907.
  450     207         -18879.          1367.         11672.          1982.         -3858.
  451     208         -18834.          1440.         11624.          1962.         -3807.
  452     209         -18786.          1515.         11575.          1941.         -3756.
  453     210         -18737.          1591.         11524.          1919.         -3703.
  454     211         -18687.          1670.         11472.          1896.         -3649.
  455     212         -18635.          1750.         11419.          1872.         -3594.
  456     213         -18581.          1833.         11364.          1848.         -3537.
  457     214         -18526.          1917.         11308.          1823.         -3479.
  458     215         -18470.          2002.         11250.          1797.         -3420.
  459     216         -18412.          2090.         11192.          1770.         -3360.
  460     217         -18353.          2179.         11132.          1743.         -3299.
  461     218         -18292.          2270.         11071.          1716.         -3236.
  462     219         -18230.          2363.         11008.          1687.         -3172.
  463     220         -18167.          2457.         10944.          1658.         -3108.
  464     221         -18102.          2552.         10879.          1629.         -3042.
  465     222         -18036.          2650.         10813.          1599.         -2975.
  466     223         -17969.          2748.         10746.          1568.         -2906.
  467     224         -17901.          2849.         10677.          1537.         -2837.
  468     225         -17831.          2950.         10608.          1506.         -2767.
  469     226         -17760.          3053.         10537.          1474.         -2696.
  470     227         -17688.          3158.         10465.          1441.         -2623.
  471     228         -17614.          3264.         10392.          1409.         -2550.
  472     229         -17539.          3371.         10318.          1375.         -2476.
  473     230         -17464.          3479.         10242.          1342.         -2400.
  474     231         -17387.          3589.         10166.          1308.         -2324.
  475     232         -17309.          3699.         10088.          1274.         -2247.
  476     233         -17230.          3811.         10010.          1240.         -2169.
  477     234         -17149.          3924.          9930.          1205.         -2090.
  478     235         -17068.          4038.          9850.          1170.         -2010.
  479     236         -16986.          4153.          9768.          1135.         -1930.
  480     237         -16903.          4269.          9686.          1100.         -1848.
  481     238         -16819.          4386.          9603.          1064.         -1766.
  482     239         -16733.          4503.          9518.          1029.         -1683.
  483     240         -16647.          4622.          9433.           993.         -1599.
  484     241         -16560.          4741.          9347.           957.         -1515.
  485     242         -16473.          4862.          9260.           922.         -1430.
  486     243         -16384.          4982.          9172.           886.         -1344.
  487     244         -16295.          5104.          9083.           850.         -1257.
  488     245         -16204.          6233.          9874.            10.           -87.
  489     246         -16113.          5899.          9384.            17.          -814.
  490     247         -16022.          5645.          8963.            20.         -1394.
  491     248         -15929.          5508.          8643.            21.         -1757.
  492     249         -15836.          5443.          8385.            21.         -1987.
  493     250         -15743.          5422.          8165.            20.         -2135.
  494     251         -15648.          5431.          7969.            18.         -2230.
  495     252         -15553.          5460.          7789.            16.         -2288.
  496     253         -15458.          5503.          7622.            12.         -2321.
  497     254         -15362.          5557.          7463.             8.         -2334.
  498     255         -15265.          5619.          7310.             3.         -2333.
  499     256         -15168.          5687.          7163.            -3.         -2321.
  500     257         -15071.          5761.          7019.            -9.         -2299.
  501     258         -14973.          5839.          6878.           -16.         -2271.
  502     259         -14874.          5920.          6740.           -23.         -2237.
  503     260         -14776.          6005.          6604.           -31.         -2198.
  504     261         -14677.          6091.          6470.           -40.         -2155.
  505     262         -14578.          6180.          6337.           -49.         -2109.
  506     263         -14478.          6271.          6206.           -58.         -2060.
  507     264         -14378.          6363.          6075.           -68.         -2008.
  508     265         -14278.          6457.          5946.           -78.         -1954.
  509     266         -14178.          6551.          5817.           -89.         -1898.
  510     267         -14078.          6647.          5690.          -100.         -1841.
  511     268         -13977.          6744.          5563.          -112.         -1782.
  512     269         -13877.          6841.          5437.          -123.         -1722.
  513     270         -13776.          6939.          5312.          -135.         -1661.
  514     271         -13675.          7037.          5187.          -147.         -1599.
  515     272         -13574.          7136.          5063.          -160.         -1536.
  516     273         -13474.          7235.          4939.          -172.         -1472.
  517     274         -13373.          7334.          4816.          -185.         -1408.
  518     275         -13273.          7433.          4694.          -198.         -1343.
  519     276         -13172.          7533.          4572.          -211.         -1278.
  520     277         -13072.          7632.          4451.          -224.         -1213.
  521     278         -12972.          7731.          4331.          -237.         -1147.
  522     279         -12872.          7831.          4211.          -250.         -1081.
  523     280         -12772.          7930.          4091.          -264.         -1015.
  524     281         -12673.          8028.          3973.          -277.          -949.
  525     282         -12574.          8127.          3855.          -290.          -882.
