 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
 1052     322        3            -83.           809.          -515.            -3.           208.
 1053     323        3            -39.         -1501.          -478.             1.         -2017.
 1054     324        3            -35.          3352.          -479.             1.          2838.
 1055     325        3           -180.          8664.          -521.            -4.          7960.
 1056     326        3            -15.          6328.          -544.            -7.          5762.
 1057     327        3           -142.          3051.          -540.            -6.          2363.
 1058     328        3           -166.          5318.          -554.            -8.          4591.
 1059     329        3            -30.          5699.          -571.            -9.          5090.
 1060     330        3            -19.          1057.          -556.            -6.           477.
 1061     331        3            -49.          3044.          -554.            -4.          2436.
 1062     332        3           -152.          8255.          -581.            -7.          7514.
 1063     333        3            -51.          6864.          -602.           -10.          6201.
 1064     334        3            -24.          7991.          -630.           -12.          7325.
 1065     335        3            -18.          7344.          -650.           -15.          6661.
 1066     336        3            -29.          5051.          -652.           -15.          4355.
 1067     337        3            -24.          5126.          -653.           -16.          4433.
 1068     338        3             -7.          4171.          -650.           -15.          3500.
 1069     339        3            -13.          3415.          -642.           -13.          2746.
 1070     340        3            -18.          1245.          -622.            -9.           596.
 1071     341        3             -7.           173.          -593.            -4.          -431.
 1072     342        3            -11.          2304.          -575.            -1.          1717.
 1073     343        3             -6.          3993.          -567.            -1.          3419.
 1074     344        3            -27.          4615.          -562.            -1.          4025.
 1075     345        3             -9.          4631.          -557.            -1.          4064.
 1076     346        3             -7.          4734.          -555.            -1.          4170.
 1077     347        3             -7.          2417.          -545.             2.          1867.
 1078     348        3            -14.          3825.          -541.             4.          3275.
 1079     349        3            -24.          5414.          -544.             5.          4851.
 1080     350        3            -16.          1321.          -529.             9.           786.
 1081     351        3            -18.          1866.          -516.            13.          1345.
 1082     352        3            -12.          3237.          -510.            16.          2731.
 1083     353        3            -18.          2088.          -499.            19.          1591.
 1084     354        3            -22.           895.          -482.            24.           415.
 1085     355        3            -22.          1322.          -469.            28.           858.
 1086     356        3            -21.           890.          -453.            33.           449.
 1087     357        3            -20.          2447.          -445.            36.          2017.
 1088     358        3            -65.          3743.          -442.            39.          3274.
 1089     359        3           -130.          7859.          -456.            38.          7311.
 1090     360        3            -32.          6751.          -466.            39.          6292.
 1091     361        3            -15.          8903.          -482.            39.          8445.
 1092     362        3            -10.          2898.          -473.            42.          2457.
 1093     363        3             -5.          2749.          -462.            46.          2328.
 1094     364        3             -9.          2354.          -448.            50.          1948.
 1095     365        3            -20.          4487.          -442.            52.          4078.
