 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  513     148        2          -9421.          1612.          6133.           411.         -1265.
  514     149        2          -9455.          1595.          6137.           416.         -1306.
  515     150        2          -9487.          1580.          6139.           422.         -1347.
  516     151        2          -9518.          1564.          6140.           427.         -1387.
  517     152        2          -9548.          1549.          6140.           432.         -1426.
  518     153        2          -9576.          1534.          6139.           437.         -1465.
  519     154        2          -9603.          1520.          6137.           442.         -1504.
  520     155        2          -9628.          1507.          6133.           446.         -1542.
  521     156        2          -9652.          1494.          6129.           451.         -1579.
  522     157        2          -9675.          1482.          6123.           455.         -1615.
  523     158        2          -9696.          1470.          6116.           460.         -1650.
  524     159        2          -9716.          1459.          6108.           464.         -1685.
  525     160        2          -9734.          1449.          6099.           468.         -1718.
  526     161        2          -9751.          1439.          6089.           472.         -1751.
  527     162        2          -9766.          1430.          6078.           475.         -1783.
  528     163        2          -9780.          1422.          6066.           479.         -1814.
  529     164        2          -9793.          1414.          6053.           482.         -1844.
  530     165        2          -9804.          1407.          6039.           486.         -1873.
  531     166        2          -9813.          1401.          6024.           489.         -1900.
  532     167        2          -9822.          1395.          6007.           492.         -1927.
  533     168        2          -9828.          1391.          5990.           495.         -1953.
  534     169        2          -9833.          1387.          5972.           497.         -1977.
  535     170        2          -9837.          1383.          5953.           500.         -2001.
  536     171        2          -9839.          1381.          5933.           502.         -2023.
  537     172        2          -9840.          1379.          5912.           505.         -2044.
  538     173        2          -9839.          1378.          5889.           507.         -2064.
  539     174        2          -9837.          1378.          5866.           509.         -2083.
  540     175        2          -9833.          1379.          5843.           511.         -2101.
  541     176        2          -9828.          1380.          5818.           513.         -2117.
  542     177        2          -9822.          1383.          5792.           515.         -2132.
  543     178        2          -9813.          1386.          5765.           516.         -2146.
  544     179        2          -9804.          1390.          5738.           518.         -2159.
  545     180        2          -9793.          1394.          5710.           519.         -2170.
  546     181        2          -9780.          1400.          5680.           520.         -2180.
  547     182        2          -9766.          1406.          5650.           521.         -2188.
  548     183        2          -9751.          1414.          5619.           522.         -2196.
  549     184        2          -9734.          1422.          5588.           523.         -2202.
  550     185        2          -9716.          1430.          5555.           524.         -2206.
  551     186        2          -9696.          1440.          5522.           525.         -2210.
  552     187        2          -9675.          1450.          5488.           525.         -2212.
  553     188        2          -9652.          1462.          5453.           526.         -2212.
  554     189        2          -9628.          1474.          5417.           526.         -2211.
  555     190        2          -9603.          1487.          5381.           526.         -2209.
  556     191        2          -9576.          1501.          5344.           526.         -2205.
  557     192        2          -9548.          1515.          5306.           526.         -2200.
  558     193        2          -9518.          1531.          5267.           526.         -2194.
  559     194        2          -9487.          1547.          5228.           526.         -2186.
  560     195        2          -9455.          1564.          5188.           526.         -2177.
  561     196        2          -9421.          1582.          5148.           525.         -2166.
  562     197        2          -9386.          1601.          5106.           525.         -2154.
  563     198        2          -9349.          1621.          5064.           524.         -2140.
  564     199        2          -9312.          1641.          5022.           524.         -2125.
  565     200        2          -9273.          1662.          4979.           523.         -2109.
  566     201        2          -9232.          1684.          4935.           522.         -2091.
  567     202        2          -9191.          1707.          4891.           521.         -2071.
  568     203        2          -9148.          1731.          4846.           520.         -2050.
  569     204        2          -9103.          1755.          4801.           519.         -2028.
  570     205        2          -9058.          1780.          4755.           518.         -2004.
  571     206        2          -9011.          1806.          4708.           517.         -1979.
  572     207        2          -8963.          1833.          4661.           516.         -1952.
  573     208        2          -8914.          1861.          4614.           515.         -1924.
  574     209        2          -8864.          1889.          4566.           514.         -1895.
  575     210        2          -8812.          1918.          4518.           512.         -1864.
  576     211        2          -8759.          1948.          4469.           511.         -1831.
  577     212        2          -8705.          1979.          4420.           510.         -1797.
  578     213        2          -8650.          2010.          4370.           508.         -1762.
  579     214        2          -8594.          2042.          4320.           507.         -1725.
  580     215        2          -8537.          2075.          4270.           505.         -1687.
  581     216        2          -8479.          2108.          4219.           504.         -1647.
  582     217        2          -8419.          2143.          4168.           502.         -1606.
  583     218        2          -8359.          2177.          4116.           501.         -1564.
  584     219        2          -8297.          2213.          4065.           499.         -1520.
  585     220        2          -8235.          2249.          4013.           497.         -1475.
  586     221        2          -8171.          2286.          3960.           496.         -1428.
  587     222        2          -8106.          2324.          3908.           494.         -1381.
  588     223        2          -8041.          2362.          3855.           493.         -1331.
  589     224        2          -7975.          2401.          3802.           491.         -1281.
  590     225        2          -7907.          2441.          3748.           489.         -1229.
  591     226        2          -7839.          2481.          3695.           488.         -1175.
  592     227        2          -7770.          2521.          3641.           486.         -1121.
  593     228        2          -7700.          2563.          3587.           485.         -1065.
  594     229        2          -7629.          2605.          3533.           483.         -1008.
  595     230        2          -7557.          2647.          3479.           482.          -949.
  596     231        2          -7485.          2690.          3425.           480.          -890.
  597     232        2          -7412.          2734.          3370.           479.          -829.
  598     233        2          -7338.          2778.          3316.           477.          -767.
  599     234        2          -7263.          2822.          3261.           476.          -703.
  600     235        2          -7187.          2867.          3207.           475.          -639.
  601     236        2          -7111.          2913.          3152.           474.          -573.
  602     237        2          -7035.          2959.          3097.           472.          -506.
  603     238        2          -6957.          3005.          3042.           471.          -438.
  604     239        2          -6879.          3052.          2988.           470.          -369.
  605     240        2          -6800.          3100.          2933.           469.          -299.
  606     241        2          -6721.          3147.          2878.           468.          -228.
  607     242        2          -6641.          3195.          2824.           467.          -155.
  608     243        2          -6561.          3244.          2769.           466.           -82.
  609     244        2          -6480.          3293.          2715.           465.            -7.
  610     245        2          -6399.          3342.          2660.           465.            68.
  611     246        2          -6317.          3392.          2606.           464.           145.
  612     247        2          -6235.          3442.          2552.           464.           222.
  613     248        2          -6152.          3492.          2498.           463.           300.
  614     249        2          -6069.          3542.          2444.           463.           379.
  615     250        2          -5986.          3593.          2390.           463.           459.
  616     251        2          -5902.          3644.          2336.           463.           540.
  617     252        2          -5818.          3695.          2283.           463.           622.
  618     253        2          -5734.          3747.          2230.           463.           705.
  619     254        2          -5650.          3798.          2177.           463.           788.
  620     255        2          -5565.          3850.          2124.           463.           872.
  621     256        2          -5480.          3902.          2072.           463.           957.
  622     257        2          -5395.          3954.          2020.           464.          1043.
  623     258        2          -5309.          4006.          1968.           465.          1129.
  624     259        2          -5224.          4058.          1916.           465.          1216.
  625     260        2          -5138.          4111.          1865.           466.          1304.
  626     261        2          -5053.          4163.          1814.           467.          1392.
  627     262        2          -4967.          4216.          1763.           468.          1480.
  628     263        2          -4881.          4268.          1713.           470.          1570.
  629     264        2          -4796.          4321.          1663.           471.          1660.
  630     265        2          -4710.          4374.          1614.           473.          1750.
  631     266        2          -4624.          4426.          1564.           474.          1841.
  632     267        2          -4539.          4479.          1516.           476.          1932.
  633     268        2          -4453.          4531.          1467.           478.          2023.
  634     269        2          -4368.          4583.          1419.           480.          2115.
  635     270        2          -4283.          4636.          1372.           483.          2207.
  636     271        2          -4198.          4688.          1325.           485.          2300.
  637     272        2          -4113.          4740.          1278.           488.          2393.
  638     273        2          -4028.          4792.          1232.           490.          2486.
  639     274        2          -3944.          4843.          1186.           493.          2579.
  640     275        2          -3860.          4895.          1141.           496.          2672.
  641     276        2          -3776.          4946.          1096.           500.          2766.
  642     277        2          -3692.          4997.          1052.           503.          2860.
  643     278        2          -3609.          5048.          1009.           506.          2954.
  644     279        2          -3526.          5098.           965.           510.          3047.
  645     280        2          -3444.          5148.           923.           514.          3141.
  646     281        2          -3362.          5198.           881.           518.          3235.
  647     282        2          -3280.          5248.           839.           522.          3329.
  648     283        2          -3199.          5297.           798.           527.          3423.
  649     284        2          -3119.          5346.           758.           531.          3516.
  650     285        2          -3039.          5394.           718.           536.          3610.
  651     286        2          -2959.          5442.           679.           541.          3703.
  652     287        2          -2880.          5490.           641.           546.          3796.
  653     288        2          -2802.          5537.           603.           551.          3889.
  654     289        2          -2724.          5584.           565.           556.          3981.
  655     290        2          -2647.          5630.           529.           562.          4074.
  656     291        2          -2571.          5676.           493.           568.          4165.
  657     292        2          -2495.          5721.           457.           574.          4257.
  658     293        2          -2420.          5765.           422.           580.          4348.
  659     294        2          -2345.          5810.           388.           586.          4439.
  660     295        2          -2272.          5853.           355.           592.          4529.
  661     296        2          -2199.          5896.           322.           599.          4618.
  662     297        2          -2127.          5938.           290.           606.          4707.
  663     298        2          -2056.          5980.           259.           612.          4796.
  664     299        2          -1985.          6021.           228.           620.          4884.
  665     300        2          -1916.          6062.           198.           627.          4971.
  666     301        2          -1847.          6101.           169.           634.          5057.
  667     302        2          -1779.          6140.           140.           642.          5143.
  668     303        2          -1712.          6179.           112.           650.          5228.
  669     304        2          -1646.          6216.            85.           658.          5312.
  670     305        2          -1581.          6253.            58.           666.          5396.
  671     306        2          -1517.          6289.            33.           674.          5478.
  672     307        2          -1454.          6324.             8.           682.          5560.
  673     308        2          -1392.          6359.           -17.           691.          5641.
  674     309        2          -1331.          6393.           -40.           699.          5721.
  675     310        2          -1271.          6425.           -63.           708.          5800.
  676     311        2          -1212.          6458.           -85.           717.          5877.
  677     312        2          -1154.          6489.          -107.           727.          5954.
  678     313        2          -1098.          6519.          -127.           736.          6030.
  679     314        2          -1042.          6548.          -147.           745.          6105.
  680     315        2           -988.          6577.          -166.           755.          6178.
  681     316        2           -934.          6604.          -185.           765.          6250.
  682     317        2           -882.          6631.          -202.           775.          6321.
  683     318        2           -831.          6657.          -219.           785.          6391.
  684     319        2           -781.          6682.          -235.           795.          6460.
  685     320        2           -733.          6705.          -251.           805.          6527.
  686     321        2           -685.          6728.          -265.           815.          6593.
  687     322        2           -639.          6750.          -279.           826.          6658.
  688     323        2           -594.          6771.          -292.           837.          6721.
  689     324        2           -551.          6791.          -305.           847.          6783.
  690     325        2           -508.          6809.          -316.           858.          6843.
  691     326        2           -467.          6827.          -327.           869.          6902.
  692     327        2           -428.          6844.          -337.           881.          6960.
  693     328        2           -389.          6859.          -346.           892.          7016.
  694     329        2           -352.          6874.          -355.           903.          7070.
  695     330        2           -316.          6887.          -363.           914.          7123.
  696     331        2           -282.          6900.          -370.           926.          7174.
  697     332        2           -249.          6911.          -376.           938.          7224.
  698     333        2           -217.          6921.          -382.           949.          7272.
  699     334        2           -187.          6930.          -387.           961.          7318.
  700     335        2           -158.          6938.          -391.           973.          7362.
  701     336        2           -130.          6945.          -394.           985.          7405.
  702     337        2           -104.          6950.          -397.           997.          7446.
  703     338        2            -80.          6955.          -399.          1009.          7486.
  704     339        2            -56.          6958.          -400.          1021.          7523.
  705     340        2            -34.          6960.          -400.          1033.          7559.
  706     341        2            -14.          6961.          -400.          1046.          7593.
  707     342        2             -0.          6961.          -399.          1058.          7620.
  708     343        2             -0.          6960.          -397.          1070.          7633.
  709     344        2             -0.          6958.          -394.          1083.          7647.
  710     345        2             -0.          6955.          -391.          1096.          7660.
  711     346        2             -0.          6951.          -386.          1108.          7673.
  712     347        2             -0.          6946.          -381.          1121.          7686.
  713     348        2             -0.          6939.          -375.          1134.          7699.
  714     349        2             -0.          6932.          -368.          1147.          7711.
  715     350        2             -0.          6924.          -361.          1160.          7723.
  716     351        2             -0.          6914.          -352.          1173.          7735.
  717     352        2             -0.          6903.          -344.          1186.          7746.
  718     353        2             -0.          6891.          -334.          1199.          7756.
  719     354        2             -0.          6878.          -324.          1212.          7766.
  720     355        2             -0.          6863.          -313.          1225.          7775.
  721     356        2             -0.          6847.          -302.          1238.          7783.
  722     357        2             -0.          6830.          -290.          1251.          7791.
  723     358        2             -0.          6811.          -278.          1264.          7797.
  724     359        2             -0.          6791.          -265.          1277.          7803.
  725     360        2             -0.          6770.          -251.          1289.          7808.
  726     361        2             -0.          6747.          -237.          1302.          7812.
  727     362        2             -0.          6723.          -223.          1314.          7814.
  728     363        2             -0.          6697.          -208.          1327.          7816.
  729     364        2             -0.          6670.          -193.          1339.          7816.
  730     365        2             -0.          6642.          -177.          1351.          7816.
