 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  534     291          -6687.         11419.          -351.           967.          5349.
  535     292          -6636.         11475.          -411.           972.          5400.
  536     293          -6586.         11529.          -470.           977.          5449.
  537     294          -6536.         11580.          -529.           981.          5497.
  538     295          -6486.         11629.          -587.           986.          5543.
  539     296          -6436.         11676.          -643.           990.          5587.
  540     297          -6386.         11720.          -699.           995.          5630.
  541     298          -6336.         11762.          -754.           999.          5671.
  542     299          -6287.         11802.          -808.          1004.          5710.
  543     300          -6237.         11839.          -862.          1008.          5748.
  544     301          -6188.         11874.          -914.          1013.          5784.
  545     302          -6139.         11906.          -965.          1017.          5819.
  546     303          -6090.         11936.         -1015.          1021.          5851.
  547     304          -6042.         11963.         -1065.          1026.          5882.
  548     305          -5993.         11988.         -1113.          1030.          5911.
  549     306          -5945.         12010.         -1160.          1034.          5939.
  550     307          -5897.         12030.         -1207.          1038.          5964.
  551     308          -5850.         12047.         -1252.          1043.          5988.
  552     309          -5802.         12062.         -1296.          1047.          6010.
  553     310          -5755.         12074.         -1339.          1051.          6030.
  554     311          -5709.         12084.         -1381.          1055.          6049.
  555     312          -5662.         12091.         -1422.          1059.          6066.
  556     313          -5616.         12096.         -1462.          1063.          6080.
  557     314          -5570.         12098.         -1501.          1067.          6094.
  558     315          -5525.         12098.         -1538.          1071.          6105.
  559     316          -5480.         12095.         -1575.          1075.          6114.
  560     317          -5436.         12089.         -1610.          1078.          6122.
  561     318          -5392.         12082.         -1644.          1082.          6128.
  562     319          -5348.         12071.         -1677.          1086.          6132.
  563     320          -5305.         12058.         -1709.          1090.          6134.
  564     321          -5262.         12043.         -1740.          1093.          6135.
  565     322          -5220.         12025.         -1769.          1097.          6133.
  566     323          -5178.         12005.         -1797.          1100.          6130.
  567     324          -5136.         11982.         -1824.          1104.          6125.
  568     325          -5096.         11956.         -1850.          1107.          6118.
  569     326          -5055.         11928.         -1874.          1110.          6109.
  570     327          -5015.         11898.         -1898.          1114.          6099.
  571     328          -4976.         11865.         -1920.          1117.          6087.
  572     329          -4937.         11830.         -1940.          1120.          6073.
  573     330          -4899.         11792.         -1960.          1123.          6057.
  574     331          -4862.         11752.         -1978.          1126.          6039.
  575     332          -4825.         11710.         -1995.          1129.          6020.
  576     333          -4788.         11665.         -2011.          1132.          5998.
  577     334          -4752.         11618.         -2025.          1135.          5975.
  578     335          -4717.         11568.         -2038.          1138.          5951.
  579     336          -4682.         11516.         -2050.          1140.          5924.
  580     337          -4648.         11461.         -2060.          1143.          5896.
  581     338          -4615.         11405.         -2070.          1146.          5866.
  582     339          -4583.         11346.         -2078.          1148.          5834.
  583     340          -4551.         11284.         -2084.          1151.          5800.
  584     341          -4519.         11221.         -2090.          1153.          5765.
  585     342          -4489.         11155.         -2094.          1155.          5728.
  586     343          -4459.         11087.         -2096.          1158.          5689.
  587     344          -4429.         11016.         -2098.          1160.          5649.
  588     345          -4401.         10944.         -2098.          1162.          5607.
  589     346          -4373.         10869.         -2097.          1164.          5563.
  590     347          -4346.         10792.         -2094.          1166.          5518.
  591     348          -4320.         10713.         -2090.          1168.          5471.
  592     349          -4294.         10632.         -2085.          1170.          5422.
  593     350          -4269.         10549.         -2079.          1171.          5372.
  594     351          -4245.         10464.         -2071.          1173.          5320.
  595     352          -4222.         10376.         -2062.          1174.          5267.
  596     353          -4199.         10287.         -2052.          1176.          5212.
  597     354          -4177.         10196.         -2040.          1177.          5156.
  598     355          -4156.         10102.         -2027.          1179.          5098.
  599     356          -4136.         10007.         -2013.          1180.          5038.
  600     357          -4117.          9910.         -1997.          1181.          4977.
  601     358          -4098.          9811.         -1981.          1182.          4915.
  602     359          -4080.          9710.         -1962.          1183.          4851.
  603     360          -4063.          9608.         -1943.          1184.          4786.
  604     361          -4047.          9503.         -1923.          1185.          4719.
  605     362          -4032.          9397.         -1901.          1186.          4651.
  606     363          -4017.          9289.         -1878.          1187.          4581.
  607     364          -4004.          9180.         -1853.          1187.          4510.
  608     365          -3991.          9069.         -1828.          1188.          4438.
  609       1          -3979.          8956.         -1801.          1188.          4364.
  610       2          -3967.          8841.         -1773.          1189.          4289.
  611       3          -3957.          8725.         -1744.          1189.          4213.
  612       4          -3948.          8608.         -1714.          1189.          4136.
  613       5          -3939.          8489.         -1682.          1189.          4057.
  614       6          -3931.          8368.         -1649.          1189.          3977.
  615       7          -3924.          8247.         -1615.          1189.          3897.
  616       8          -3918.          8123.         -1580.          1189.          3814.
  617       9          -3913.          7999.         -1544.          1189.          3731.
  618      10          -3909.          7873.         -1506.          1189.          3647.
  619      11          -3905.          7746.         -1468.          1189.          3561.
  620      12          -3903.          7618.         -1428.          1188.          3475.
  621      13          -3901.          7488.         -1387.          1188.          3387.
  622      14          -3900.          7357.         -1346.          1187.          3299.
  623      15          -3900.          7225.         -1303.          1186.          3209.
  624      16          -3901.          7093.         -1259.          1186.          3119.
  625      17          -3903.          6959.         -1213.          1185.          3027.
  626      18          -3905.          6824.         -1167.          1184.          2935.
  627      19          -3909.          6688.         -1120.          1183.          2842.
  628      20          -3913.          6551.         -1072.          1182.          2748.
  629      21          -3918.          6413.         -1023.          1181.          2653.
  630      22          -3924.          6275.          -973.          1180.          2557.
  631      23          -3931.          6135.          -921.          1178.          2461.
  632      24          -3939.          5995.          -869.          1177.          2364.
  633      25          -3948.          5855.          -816.          1175.          2266.
  634      26          -3957.          5713.          -762.          1174.          2168.
  635      27          -3967.          5571.          -707.          1172.          2069.
  636      28          -3979.          5428.          -652.          1171.          1969.
  637      29          -3991.          5285.          -595.          1169.          1869.
  638      30          -4004.          5142.          -537.          1167.          1768.
  639      31          -4017.          4997.          -479.          1165.          1666.
  640      32          -4032.          4853.          -420.          1163.          1564.
  641      33          -4047.          4708.          -360.          1161.          1462.
  642      34          -4063.          4563.          -299.          1159.          1359.
  643      35          -4080.          4417.          -237.          1157.          1256.
  644      36          -4098.          4271.          -175.          1155.          1153.
  645      37          -4117.          4125.          -112.          1152.          1049.
  646      38          -4136.          3979.           -48.          1150.           945.
  647      39          -4156.          3833.            16.          1147.           840.
  648      40          -4177.          3686.            81.          1145.           735.
  649      41          -4199.          3540.           147.          1142.           630.
  650      42          -4222.          3394.           214.          1140.           525.
  651      43          -4245.          3247.           281.          1137.           420.
  652      44          -4269.          3101.           348.          1134.           315.
  653      45          -4294.          2955.           417.          1131.           209.
  654      46          -4320.          2809.           486.          1128.           103.
  655      47          -4346.          2664.           555.          1125.            -2.
  656      48          -4373.          2518.           625.          1122.          -108.
  657      49          -4401.          2373.           695.          1119.          -213.
  658      50          -4429.          2229.           766.          1116.          -319.
  659      51          -4459.          2084.           838.          1113.          -424.
  660      52          -4489.          1940.           909.          1109.          -530.
  661      53          -4519.          1797.           982.          1106.          -635.
  662      54          -4551.          1654.          1054.          1103.          -740.
  663      55          -4583.          1512.          1127.          1099.          -844.
  664      56          -4615.          1370.          1200.          1096.          -949.
  665      57          -4648.          1229.          1274.          1092.         -1053.
  666      58          -4682.          1089.          1348.          1088.         -1157.
  667      59          -4717.           950.          1422.          1085.         -1260.
  668      60          -4752.           811.          1497.          1081.         -1364.
  669      61          -4788.           673.          1571.          1077.         -1466.
  670      62          -4825.           536.          1646.          1073.         -1569.
  671      63          -4862.           400.          1722.          1070.         -1670.
  672      64          -4899.           265.          1797.          1066.         -1772.
  673      65          -4937.           131.          1872.          1062.         -1873.
  674      66          -4976.            -3.          1948.          1058.         -1973.
  675      67          -5015.          -135.          2024.          1054.         -2073.
  676      68          -5055.          -266.          2100.          1050.         -2172.
  677      69          -5096.          -396.          2176.          1045.         -2270.
  678      70          -5136.          -524.          2251.          1041.         -2368.
  679      71          -5178.          -652.          2327.          1037.         -2465.
  680      72          -5220.          -778.          2403.          1033.         -2561.
  681      73          -5262.          -903.          2479.          1029.         -2657.
  682      74          -5305.         -1026.          2555.          1024.         -2752.
  683      75          -5348.         -1148.          2631.          1020.         -2846.
  684      76          -5392.         -1269.          2707.          1016.         -2939.
  685      77          -5436.         -1389.          2782.          1011.         -3031.
  686      78          -5480.         -1506.          2858.          1007.         -3122.
  687      79          -5525.         -1623.          2933.          1002.         -3213.
  688      80          -5570.         -1738.          3008.           998.         -3302.
  689      81          -5616.         -1851.          3083.           993.         -3391.
  690      82          -5662.         -1963.          3158.           989.         -3478.
  691      83          -5709.         -2072.          3232.           984.         -3565.
  692      84          -5755.         -2181.          3306.           980.         -3650.
  693      85          -5802.         -2287.          3380.           975.         -3735.
  694      86          -5850.         -2392.          3454.           971.         -3818.
  695      87          -5897.         -2495.          3527.           966.         -3900.
  696      88          -5945.         -2597.          3600.           961.         -3981.
  697      89          -5993.         -2696.          3672.           957.         -4061.
  698      90          -6042.         -2794.          3744.           952.         -4139.
  699      91          -6090.         -2889.          3816.           947.         -4216.
  700      92          -6139.         -2983.          3887.           943.         -4293.
  701      93          -6188.         -3075.          3958.           938.         -4367.
  702      94          -6237.         -3165.          4028.           933.         -4441.
  703      95          -6287.         -3252.          4098.           929.         -4513.
  704      96          -6336.         -3338.          4167.           924.         -4584.
  705      97          -6386.         -3422.          4235.           919.         -4653.
  706      98          -6436.         -3504.          4303.           914.         -4721.
  707      99          -6486.         -3583.          4371.           910.         -4788.
  708     100          -6536.         -3661.          4438.           905.         -4854.
  709     101          -6586.         -3736.          4504.           900.         -4917.
  710     102          -6636.         -3809.          4570.           896.         -4980.
  711     103          -6687.         -3880.          4635.           891.         -5041.
  712     104          -6737.         -3949.          4699.           886.         -5100.
  713     105          -6787.         -4015.          4762.           882.         -5158.
  714     106          -6838.         -4079.          4825.           877.         -5215.
  715     107          -6888.         -4141.          4887.           872.         -5269.
  716     108          -6938.         -4201.          4949.           868.         -5323.
  717     109          -6989.         -4258.          5009.           863.         -5374.
  718     110          -7039.         -4313.          5069.           859.         -5424.
  719     111          -7089.         -4366.          5128.           854.         -5473.
  720     112          -7139.         -4416.          5186.           849.         -5520.
  721     113          -7189.         -4464.          5243.           845.         -5565.
  722     114          -7239.         -4510.          5299.           840.         -5609.
  723     115          -7289.         -4553.          5355.           836.         -5651.
  724     116          -7338.         -4593.          5409.           831.         -5691.
  725     117          -7388.         -4632.          5463.           827.         -5730.
  726     118          -7437.         -4668.          5516.           822.         -5766.
  727     119          -7486.         -4701.          5568.           818.         -5802.
  728     120          -7535.         -4732.          5618.           814.         -5835.
  729     121          -7584.         -4760.          5668.           809.         -5867.
