 Day of  Day of Year 
 sim.     year               Qrad         Qslur2air     Qslur2floor      Qslur2dwall      Qslur2uwall           Qfeed       Qout       Qoutave     HH   HHadj
  166     166        1             -0.          5087.          1404.             0.            51.          1468.          8010.          8924.      28835784.      28835784.
  167     167        1          -5710.           157.            78.             0.             2.          1679.         -3793.         -4200.     -13655866.     -13655866.
  168     168        1          -1037.          1767.           511.             0.            20.          1528.          2790.          3072.      10044765.      10044765.
  169     169        1          -1625.          4313.          1196.             0.            51.          1242.          5177.          5672.      18635800.      18635800.
  170     170        1          -5710.           339.           127.             0.             4.          1427.         -3812.         -4158.     -13724496.     -13724496.
  171     171        1          -5968.         -1822.          -454.            -0.           -24.          1751.         -6517.         -7080.     -23461794.     -23461794.
  172     172        1          -5589.         -1475.          -360.            -0.           -20.          2015.         -5430.         -5877.     -19548196.     -19548196.
  173     173        1          -6003.           189.            87.             0.             3.          2181.         -3543.         -3822.     -12755151.     -12755151.
  174     174        1          -5968.          2022.           580.             0.            30.          2234.         -1103.         -1186.      -3969784.      -3969784.
  175     175        1          -5744.           713.           228.             0.            11.          2335.         -2458.         -2635.      -8847474.      -8847474.
  176     176        1          -5900.         -2228.          -563.            -0.           -36.          2577.         -6148.         -6575.     -22134286.     -22134286.
  177     177        1          -5900.         -2714.          -693.            -0.           -46.          2830.         -6523.         -6959.     -23481214.     -23481214.
  178     178        1          -5968.         -1889.          -472.            -0.           -33.          3031.         -5331.         -5675.     -19192702.     -19192702.
  179     179        1          -5365.         -1666.          -412.            -0.           -30.          3187.         -4285.         -4551.     -15425214.     -15425214.
  180     180        1          -4330.          -987.          -229.            -0.           -18.          3270.         -2294.         -2432.      -8258623.      -8258623.
  181     181        1          -3760.          2891.           813.             0.            56.          3720.          3720.          3651.      13391916.      13391916.
  182     182        1          -3036.          6568.          1802.             0.           131.          3442.          8907.          9408.      32064662.      32064662.
  183     183        1          -3898.          5996.          1648.             0.           123.          3216.          7086.          7473.      25508858.      25508858.
  184     184        1          -3674.          5765.          1586.             0.           122.          3008.          6807.          7167.      24504554.      24504554.
  185     185        1          -5554.          5579.          1536.             0.           122.          2870.          4553.          4787.      16390543.      16390543.
  186     186        1          -2380.          6866.          1882.             0.           154.          2613.          9135.          9592.      32884946.      32884946.
  187     187        1          -1325.          5475.          1508.             0.           126.          2383.          8168.          8565.      29404452.      29404452.
  188     188        1          -2553.          5303.          1462.             0.           126.          2203.          6541.          6850.      23546114.      23546114.
  189     189        1          -4502.          4687.          1296.             0.           114.          2102.          3697.          3868.      13309102.      13309102.
  190     190        1          -4382.          7163.          1962.             0.           179.          1928.          6850.          7159.      24661386.      24661386.
  191     191        1          -5296.          4302.          1193.             0.           110.          1869.          2178.          2274.       7840983.       7840983.
  192     192        1          -2898.          5713.          1572.             0.           150.          1719.          6256.          6524.      22523002.      22523002.
  193     193        1          -3536.          4211.          1168.             0.           113.          1631.          3587.          3737.      12912481.      12912481.
  194     194        1          -4054.          4933.          1362.             0.           135.          1539.          3916.          4076.      14098076.      14098076.
  195     195        1          -4433.          4584.          1269.             0.           129.          1470.          3018.          3139.      10865023.      10865023.
  196     196        1          -3968.          3030.           851.             0.            87.          1939.          1939.          1866.       6981376.       6981376.
  197     197        1          -2881.          2715.           766.             0.            80.          1885.          2565.          2663.       9234844.       9234844.
  198     198        1          -4830.          1629.           474.             0.            49.          1899.          -779.          -808.      -2805255.      -2805255.
  199     199        1          -5624.          -907.          -207.            -0.           -28.          1996.         -4769.         -4945.     -17169944.     -17169944.
  200     200        1          -4278.          -286.           -41.            -0.            -9.          2050.         -2564.         -2656.      -9229008.      -9229008.
  201     201        1          -4416.         -1145.          -272.            -0.           -36.          2125.         -3744.         -3876.     -13478708.     -13478708.
  202     202        1          -2691.          -100.             9.            -0.            -3.          2140.          -645.          -667.      -2320202.      -2320202.
  203     203        1          -2518.          5327.          1468.             0.           176.          2020.          6473.          6693.      23303122.      23303122.
  204     204        1          -5434.          4804.          1328.             0.           162.          1964.          2824.          2918.      10164983.      10164983.
  205     205        1          -4709.          6127.          1683.             0.           210.          1869.          5180.          5350.      18649532.      18649532.
  206     206        1          -4571.          4388.          1216.             0.           153.          1813.          2998.          3095.      10793496.      10793496.
  207     207        1          -4675.          3556.           992.             0.           126.          1803.          1803.          1807.       6490028.       6490028.
  208     208        1          -4934.          1565.           457.             0.            57.          1820.         -1034.         -1066.      -3722481.      -3722481.
  209     209        1          -4744.            42.            47.             0.             2.          1867.         -2786.         -2871.     -10027904.     -10027904.
  210     210        1          -2087.          2672.           754.             0.           100.          1816.          3255.          3353.      11717382.      11717382.
  211     211        1          -3467.          3094.           868.             0.           118.          1775.          2388.          2458.       8595468.       8595468.
  212     212        1          -2691.          2603.           736.             0.           101.          1735.          2484.          2556.       8940693.       8940693.
  213     213        1          -3726.          2821.           795.             0.           111.          2276.          2276.          2192.       8195168.       8195168.
  214     214        1          -5037.          1623.           473.             0.            65.          2285.          -591.          -608.      -2127128.      -2127128.
  215     215        1          -3450.           620.           203.             0.            25.          2291.          -311.          -320.      -1119872.      -1119872.
  216     216        1          -3743.          2830.           797.             0.           117.          2572.          2572.          2529.       9260953.       9260953.
  217     217        1          -4071.          4325.          1199.             0.           181.          2512.          4146.          4258.      14925565.      14925565.
  218     218        1          -3864.          4489.          1243.             0.           190.          2445.          4503.          4623.      16211234.      16211234.
  219     219        1          -3122.           334.           126.             0.            14.          2445.          -203.          -209.       -731668.       -731668.
  220     220        1          -4778.         -1568.          -385.            -0.           -68.          2505.         -4295.         -4406.     -15462276.     -15462276.
  221     221        1          -4830.         -2422.          -615.            -0.          -107.          2582.         -5392.         -5529.     -19411056.     -19411056.
  222     222        1          -4796.          3623.          1010.             0.           163.          3342.          3342.          3224.      12029964.      12029964.
  223     223        1          -5123.          5988.          1646.             0.           273.          3261.          6044.          6194.      21759006.      21759006.
  224     224        1          -4882.          6697.          1837.             0.           309.          3163.          7125.          7299.      25648238.      25648238.
  225     225        1          -4312.          3250.           910.             0.           152.          3601.          3601.          3532.      12962178.      12962178.
  226     226        1          -4088.          3740.          1042.             0.           177.          3544.          4415.          4520.      15894272.      15894272.
  227     227        1          -3968.          2985.           839.             0.           143.          4008.          4008.          3935.      14429499.      14429499.
  228     228        1          -4658.          3508.           979.             0.           171.          5036.          5036.          4876.      18131332.      18131332.
  229     229        1          -4520.          4949.          1367.             0.           244.          4950.          6991.          7151.      25166764.      25166764.
  230     230        1          -4054.          5153.          1422.             0.           257.          4854.          7632.          7805.      27474684.      27474684.
  231     231        1          -3674.          4070.          1130.             0.           206.          4771.          6503.          6648.      23410184.      23410184.
  232     232        1          -4382.          3827.          1065.             0.           196.          4704.          5411.          5530.      19478360.      19478360.
  233     233        1          -3070.          5137.          1417.             0.           266.          4603.          8354.          8536.      30072622.      30072622.
  234     234        1          -2743.          4535.          1255.             0.           238.          4508.          7794.          7962.      28057948.      28057948.
  235     235        1          -2380.          3554.           992.             0.           189.          4427.          6781.          6926.      24411420.      24411420.
  236     236        1          -2846.          5666.          1559.             0.           304.          4322.          9005.          9195.      32417470.      32417470.
  237     237        1          -2242.          7802.          2134.             0.           424.          4180.         12297.         12554.      44269620.      44269620.
  238     238        1          -3916.         10212.          2782.             0.           561.          4023.         13661.         13943.      49179988.      49179988.
  239     239        1          -3260.         10082.          2747.             0.           560.          3863.         13992.         14277.      50370692.      50370692.
  240     240        1          -3191.         10355.          2820.             0.           582.          3703.         14268.         14556.      51365036.      51365036.
  241     241        1          -2294.         10312.          2809.             0.           586.          3536.         14948.         15247.      53814364.      53814364.
  242     242        1          -1192.          9663.          2634.             0.           555.          3371.         15030.         15327.      54107996.      54107996.
  243     243        1          -2018.          8070.          2206.             0.           468.          3239.         11965.         12199.      43073276.      43073276.
  244     244        1          -2398.         10677.          2907.             0.           626.          3079.         14892.         15180.      53609984.      53609984.
  245     245        1          -3709.          7821.          2139.             0.           464.          2974.          9689.          9875.      34880788.      34880788.
  246     246        1          -1880.          9452.          2577.             0.           566.          2832.         13548.         13805.      48773048.      48773048.
  247     247        1          -1142.          4813.          1330.             0.           291.          2746.          8038.          8189.      28937380.      28937380.
  248     248        1          -1601.          4951.          1367.             0.           303.          2666.          7686.          7829.      27670298.      27670298.
  249     249        1          -3208.          6009.          1652.             0.           371.          2590.          7413.          7549.      26687014.      26687014.
  250     250        1          -3053.          7532.          2061.             0.           470.          2495.          9505.          9678.      34219376.      34219376.
  251     251        1          -3588.          7845.          2145.             0.           494.          2401.          9298.          9465.      33471598.      33471598.
  252     252        1          -2087.          5753.          1583.             0.           366.          2322.          7937.          8079.      28574592.      28574592.
  253     253        1          -1106.          6664.          1828.             0.           428.          2224.         10039.         10216.      36139760.      36139760.
  254     254        1          -3605.          8984.          2452.             0.           583.          2122.         10536.         10720.      37928524.      37928524.
  255     255        1          -2967.          8372.          2287.             0.           549.          2023.         10264.         10442.      36949580.      36949580.
  256     256        1           -680.          5859.          1611.             0.           388.          1935.          9113.          9270.      32807718.      32807718.
  257     257        1          -3226.          6028.          1657.             0.           403.          1870.          6732.          6847.      24236240.      24236240.
  258     258        1          -1402.          4088.          1135.             0.           276.          1815.          5911.          6011.      21278350.      21278350.
