 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  134     134         -13237.          2126.         10151.           521.          -439.
  135     135         -13313.          2096.         10197.           533.          -487.
  136     136         -13388.          2066.         10241.           545.          -536.
  137     137         -13461.          2037.         10282.           556.          -586.
  138     138         -13532.          2008.         10321.           568.          -635.
  139     139         -13601.          1980.         10358.           579.          -684.
  140     140         -13668.          1953.         10393.           590.          -733.
  141     141         -13734.          1926.         10425.           601.          -781.
  142     142         -13798.          1900.         10456.           612.          -830.
  143     143         -13859.          1876.         10484.           622.          -877.
  144     144         -13919.          1852.         10510.           633.          -925.
  145     145         -13977.          1829.         10534.           643.          -972.
  146     146         -14033.          1807.         10555.           653.         -1018.
  147     147         -14087.          1785.         10575.           663.         -1064.
  148     148         -14139.          1765.         10592.           672.         -1109.
  149     149         -14189.          1746.         10607.           682.         -1154.
  150     150         -14237.          1728.         10620.           691.         -1198.
  151     151         -14283.          1711.         10631.           700.         -1241.
  152     152         -14327.          1695.         10640.           709.         -1284.
  153     153         -14369.          1680.         10646.           717.         -1325.
  154     154         -14409.          1666.         10651.           726.         -1366.
  155     155         -14446.          1653.         10653.           734.         -1406.
  156     156         -14482.          1641.         10653.           742.         -1445.
  157     157         -14515.          1631.         10652.           749.         -1484.
  158     158         -14547.          1621.         10648.           757.         -1521.
  159     159         -14576.          1613.         10641.           764.         -1558.
  160     160         -14603.          1606.         10633.           771.         -1593.
  161     161         -14628.          1600.         10623.           778.         -1627.
  162     162         -14651.          1595.         10611.           784.         -1661.
  163     163         -14672.          1592.         10596.           790.         -1693.
  164     164         -14690.          1590.         10580.           796.         -1724.
  165     165         -14706.          1589.         10561.           802.         -1754.
  166     166         -14721.          1589.         10541.           808.         -1783.
  167     167         -14733.          1590.         10518.           813.         -1811.
  168     168         -14743.          1593.         10494.           818.         -1838.
  169     169         -14750.          1597.         10467.           823.         -1863.
  170     170         -14756.          1602.         10439.           828.         -1887.
  171     171         -14759.          1608.         10408.           832.         -1910.
  172     172         -14760.          1616.         10376.           836.         -1932.
  173     173         -14759.          1625.         10342.           840.         -1952.
  174     174         -14756.          1635.         10305.           844.         -1972.
  175     175         -14750.          1647.         10267.           847.         -1989.
  176     176         -14743.          1660.         10227.           850.         -2006.
  177     177         -14733.          1674.         10185.           853.         -2021.
  178     178         -14721.          1689.         10141.           856.         -2034.
  179     179         -14706.          1706.         10096.           858.         -2047.
  180     180         -14690.          1724.         10048.           860.         -2058.
  181     181         -14672.          1743.          9999.           862.         -2067.
  182     182         -14651.          1764.          9948.           864.         -2075.
  183     183         -14628.          1786.          9895.           865.         -2082.
  184     184         -14603.          1809.          9841.           867.         -2087.
  185     185         -14576.          1834.          9784.           868.         -2090.
  186     186         -14547.          1860.          9726.           868.         -2092.
  187     187         -14515.          1887.          9667.           869.         -2093.
  188     188         -14482.          1915.          9605.           869.         -2092.
  189     189         -14446.          1945.          9542.           869.         -2090.
  190     190         -14409.          1976.          9478.           869.         -2086.
  191     191         -14369.          2008.          9411.           869.         -2080.
  192     192         -14327.          2042.          9344.           868.         -2073.
  193     193         -14283.          2077.          9274.           867.         -2064.
  194     194         -14237.          2113.          9203.           866.         -2054.
  195     195         -14189.          2150.          9131.           865.         -2043.
  196     196         -14139.          2189.          9057.           864.         -2029.
  197     197         -14087.          2229.          8982.           862.         -2014.
  198     198         -14033.          2270.          8905.           860.         -1998.
  199     199         -13977.          2312.          8827.           858.         -1980.
  200     200         -13919.          2356.          8747.           856.         -1960.
  201     201         -13859.          2401.          8667.           853.         -1939.
  202     202         -13798.          2447.          8584.           851.         -1916.
  203     203         -13734.          2494.          8501.           848.         -1891.
  204     204         -13668.          2542.          8416.           845.         -1865.
  205     205         -13601.          2591.          8330.           842.         -1838.
  206     206         -13532.          2642.          8242.           839.         -1808.
  207     207         -13461.          2694.          8154.           835.         -1777.
  208     208         -13388.          2747.          8064.           832.         -1745.
  209     209         -13313.          2801.          7973.           828.         -1711.
  210     210         -13237.          2856.          7882.           824.         -1675.
  211     211         -13158.          2912.          7789.           820.         -1638.
  212     212         -13079.          2969.          7694.           816.         -1599.
  213     213         -12997.          3027.          7599.           811.         -1559.
  214     214         -12914.          3087.          7503.           807.         -1517.
  215     215         -12829.          3147.          7406.           802.         -1473.
  216     216         -12742.          3208.          7308.           797.         -1428.
  217     217         -12654.          3271.          7209.           793.         -1382.
  218     218         -12565.          3334.          7109.           788.         -1334.
  219     219         -12473.          3398.          7009.           783.         -1284.
  220     220         -12381.          3463.          6907.           777.         -1233.
  221     221         -12287.          3530.          6805.           772.         -1180.
  222     222         -12191.          3596.          6702.           767.         -1126.
  223     223         -12094.          3664.          6598.           761.         -1070.
  224     224         -11996.          3733.          6493.           756.         -1013.
  225     225         -11896.          3802.          6388.           750.          -955.
  226     226         -11795.          3873.          6282.           744.          -895.
  227     227         -11692.          3944.          6176.           739.          -834.
  228     228         -11588.          4016.          6069.           733.          -771.
  229     229         -11483.          4088.          5961.           727.          -707.
  230     230         -11377.          4162.          5853.           721.          -641.
  231     231         -11270.          4236.          5745.           715.          -574.
  232     232         -11161.          4310.          5636.           709.          -506.
  233     233         -11052.          4386.          5526.           703.          -436.
  234     234         -10941.          4462.          5417.           697.          -365.
  235     235         -10829.          4538.          5306.           691.          -293.
  236     236         -10716.          4615.          5196.           685.          -220.
  237     237         -10602.          4693.          5085.           679.          -145.
  238     238         -10488.          4771.          4974.           673.           -69.
  239     239         -10372.          4850.          4863.           667.             8.
  240     240         -10255.          4929.          4751.           661.            86.
  241     241         -10138.          5009.          4640.           655.           165.
  242     242         -10020.          5089.          4528.           649.           246.
  243     243          -9901.          5169.          4416.           643.           327.
  244     244          -9781.          5250.          4304.           637.           410.
  245     245          -9661.          5331.          4192.           631.           494.
  246     246          -9539.          5413.          4080.           625.           578.
  247     247          -9418.          5495.          3968.           620.           664.
  248     248          -9295.          5577.          3856.           614.           751.
  249     249          -9172.          5659.          3744.           608.           838.
  250     250          -9049.          5741.          3632.           603.           927.
  251     251          -8925.          5824.          3520.           597.          1016.
  252     252          -8800.          5907.          3409.           592.          1107.
  253     253          -8675.          5989.          3297.           586.          1198.
  254     254          -8550.          6072.          3186.           581.          1290.
  255     255          -8425.          6155.          3075.           576.          1382.
  256     256          -8299.          6238.          2965.           571.          1476.
  257     257          -8172.          6322.          2855.           566.          1570.
  258     258          -8046.          6405.          2745.           561.          1664.
  259     259          -7919.          6488.          2635.           557.          1760.
  260     260          -7793.          6570.          2526.           552.          1856.
  261     261          -7666.          6653.          2417.           548.          1952.
  262     262          -7539.          6736.          2309.           543.          2049.
  263     263          -7412.          6818.          2201.           539.          2147.
  264     264          -7285.          6900.          2094.           535.          2245.
  265     265          -7158.          6982.          1988.           531.          2344.
  266     266          -7031.          7064.          1882.           528.          2443.
  267     267          -6904.          7146.          1776.           524.          2542.
  268     268          -6777.          7227.          1671.           521.          2642.
  269     269          -6651.          7307.          1567.           518.          2741.
  270     270          -6524.          7388.          1464.           515.          2842.
  271     271          -6398.          7468.          1361.           512.          2942.
  272     272          -6273.          7547.          1259.           509.          3043.
  273     273          -6147.          7626.          1158.           507.          3143.
  274     274          -6022.          7705.          1057.           505.          3244.
  275     275          -5897.          7782.           957.           503.          3345.
  276     276          -5773.          7860.           859.           501.          3446.
  277     277          -5649.          7937.           761.           499.          3547.
  278     278          -5526.          8013.           664.           498.          3648.
  279     279          -5404.          8088.           567.           497.          3749.
  280     280          -5281.          8163.           472.           496.          3850.
  281     281          -5160.          8237.           378.           495.          3950.
  282     282          -5039.          8311.           285.           495.          4051.
  283     283          -4919.          8383.           193.           494.          4151.
  284     284          -4800.          8455.           101.           494.          4251.
  285     285          -4681.          8526.            11.           494.          4351.
  286     286          -4563.          8596.           -78.           495.          4450.
  287     287          -4446.          8665.          -166.           496.          4549.
  288     288          -4330.          8734.          -253.           497.          4647.
  289     289          -4215.          8801.          -339.           498.          4745.
  290     290          -4100.          8867.          -423.           499.          4843.
  291     291          -3987.          8933.          -506.           501.          4940.
  292     292          -3875.          8997.          -589.           503.          5036.
  293     293          -3764.          9060.          -670.           505.          5132.
  294     294          -3653.          9123.          -749.           507.          5227.
  295     295          -3544.          9184.          -828.           510.          5322.
  296     296          -3436.          9244.          -905.           513.          5416.
  297     297          -3330.          9303.          -981.           516.          5508.
  298     298          -3224.          9360.         -1056.           520.          5601.
  299     299          -3120.          9417.         -1129.           524.          5692.
  300     300          -3016.          9472.         -1201.           528.          5782.
  301     301          -2915.          9526.         -1271.           532.          5872.
  302     302          -2814.          9579.         -1340.           537.          5961.
  303     303          -2715.          9630.         -1408.           542.          6048.
  304     304          -2617.          9680.         -1475.           547.          6135.
  305     305          -2521.          9729.         -1540.           552.          6220.
  306     306          -2426.          9776.         -1603.           558.          6304.
  307     307          -2333.          9822.         -1665.           564.          6388.
  308     308          -2241.          9866.         -1726.           570.          6470.
  309     309          -2150.          9909.         -1785.           576.          6550.
  310     310          -2061.          9951.         -1843.           583.          6630.
  311     311          -1974.          9991.         -1899.           590.          6708.
  312     312          -1889.         10030.         -1954.           598.          6785.
  313     313          -1804.         10067.         -2007.           605.          6861.
  314     314          -1722.         10102.         -2059.           613.          6935.
  315     315          -1641.         10136.         -2109.           621.          7007.
  316     316          -1562.         10169.         -2157.           630.          7079.
  317     317          -1485.         10200.         -2204.           638.          7148.
  318     318          -1409.         10229.         -2250.           647.          7217.
  319     319          -1336.         10256.         -2294.           657.          7283.
  320     320          -1264.         10282.         -2336.           666.          7348.
  321     321          -1193.         10306.         -2377.           676.          7412.
  322     322          -1125.         10329.         -2416.           686.          7473.
  323     323          -1059.         10350.         -2454.           696.          7533.
  324     324           -994.         10369.         -2490.           707.          7592.
  325     325           -931.         10386.         -2524.           717.          7648.
  326     326           -870.         10402.         -2557.           728.          7703.
  327     327           -812.         10416.         -2588.           740.          7756.
  328     328           -755.         10428.         -2617.           751.          7807.
  329     329           -700.         10438.         -2645.           763.          7856.
  330     330           -647.         10447.         -2671.           775.          7903.
  331     331           -596.         10453.         -2696.           787.          7949.
  332     332           -547.         10458.         -2719.           800.          7992.
  333     333           -500.         10461.         -2740.           812.          8034.
  334     334           -455.         10463.         -2760.           825.          8073.
  335     335           -412.         10462.         -2778.           838.          8110.
  336     336           -371.         10460.         -2795.           852.          8145.
  337     337           -332.         10455.         -2810.           865.          8179.
  338     338           -296.         10449.         -2823.           879.          8210.
  339     339           -261.         10441.         -2834.           893.          8239.
  340     340           -229.         10431.         -2844.           907.          8265.
  341     341           -198.         10419.         -2853.           922.          8290.
  342     342           -170.         10406.         -2860.           936.          8312.
  343     343           -144.         10390.         -2865.           951.          8332.
  344     344           -120.         10373.         -2868.           966.          8350.
  345     345            -98.         10353.         -2870.           981.          8366.
  346     346            -79.         10332.         -2870.           996.          8379.
  347     347            -61.         10309.         -2869.          1012.          8390.
  348     348            -46.         10284.         -2866.          1028.          8399.
  349     349            -33.         10257.         -2862.          1043.          8405.
  350     350            -22.         10228.         -2856.          1059.          8409.
  351     351            -13.         10197.         -2848.          1076.          8411.
  352     352             -7.         10164.         -2839.          1092.          8410.
  353     353             -2.         10130.         -2828.          1108.          8407.
  354     354             -0.         10093.         -2816.          1125.          8401.
  355     355             -0.         10055.         -2802.          1141.          8394.
  356     356             -2.         10014.         -2787.          1158.          8383.
  357     357             -7.          9972.         -2770.          1175.          8370.
  358     358            -13.          9928.         -2751.          1192.          8355.
  359     359            -22.          9882.         -2732.          1209.          8337.
  360     360            -33.          9834.         -2710.          1226.          8317.
  361     361            -46.          9784.         -2687.          1244.          8294.
  362     362            -61.          9733.         -2663.          1261.          8269.
  363     363            -79.          9679.         -2637.          1278.          8242.
  364     364            -98.          9624.         -2610.          1296.          8211.
  365     365           -120.          9567.         -2581.          1313.          8179.
  366       1           -144.          9508.         -2551.          1331.          8144.
  367       2           -170.          9447.         -2520.          1349.          8106.
  368       3           -198.          9385.         -2487.          1366.          8066.
  369       4           -229.          9320.         -2453.          1384.          8023.
  370       5           -261.          9254.         -2417.          1402.          7978.
  371       6           -296.          9186.         -2380.          1420.          7930.
  372       7           -332.          9117.         -2342.          1438.          7880.
  373       8           -371.          9045.         -2302.          1455.          7828.
  374       9           -412.          8972.         -2261.          1473.          7772.
  375      10           -455.          8897.         -2219.          1491.          7715.
  376      11           -500.          8821.         -2176.          1509.          7655.
  377      12           -547.          8743.         -2131.          1527.          7592.
  378      13           -596.          8663.         -2085.          1544.          7527.
  379      14           -647.          8582.         -2038.          1562.          7459.
  380      15           -700.          8498.         -1989.          1580.          7389.
  381      16           -755.          8414.         -1940.          1598.          7317.
  382      17           -812.          8328.         -1889.          1615.          7242.
  383      18           -870.          8240.         -1837.          1633.          7164.
  384      19           -931.          8150.         -1784.          1650.          7085.
  385      20           -994.          8059.         -1730.          1667.          7003.
  386      21          -1059.          7967.         -1675.          1685.          6918.
  387      22          -1125.          7873.         -1619.          1702.          6831.
  388      23          -1193.          7778.         -1562.          1719.          6742.
  389      24          -1264.          7681.         -1503.          1736.          6650.
  390      25          -1336.          7583.         -1444.          1753.          6556.
  391      26          -1409.          7484.         -1384.          1770.          6460.
  392      27          -1485.          7383.         -1323.          1786.          6362.
  393      28          -1562.          7280.         -1260.          1803.          6261.
  394      29          -1641.          7177.         -1197.          1819.          6158.
  395      30          -1722.          7072.         -1133.          1836.          6052.
  396      31          -1804.          6966.         -1068.          1852.          5945.
  397      32          -1889.          6859.         -1002.          1868.          5835.
  398      33          -1974.          6750.          -936.          1883.          5723.
  399      34          -2061.          6641.          -868.          1899.          5609.
  400      35          -2150.          6530.          -800.          1914.          5493.
  401      36          -2241.          6418.          -731.          1929.          5375.
  402      37          -2333.          6305.          -662.          1944.          5255.
  403      38          -2426.          6191.          -591.          1959.          5133.
  404      39          -2521.          6076.          -520.          1974.          5009.
  405      40          -2617.          5960.          -448.          1988.          4882.
  406      41          -2715.          5843.          -376.          2002.          4754.
  407      42          -2814.          5725.          -303.          2016.          4624.
  408      43          -2915.          5606.          -229.          2030.          4492.
  409      44          -3016.          5486.          -155.          2044.          4359.
  410      45          -3120.          5366.           -80.          2057.          4223.
  411      46          -3224.          5244.            -5.          2070.          4086.
  412      47          -3330.          5122.            71.          2083.          3947.
  413      48          -3436.          4999.           148.          2095.          3806.
  414      49          -3544.          4876.           224.          2107.          3663.
  415      50          -3653.          4752.           302.          2119.          3519.
  416      51          -3764.          4627.           379.          2131.          3374.
  417      52          -3875.          4501.           457.          2142.          3226.
  418      53          -3987.          4376.           536.          2153.          3078.
  419      54          -4100.          4249.           615.          2164.          2927.
  420      55          -4215.          4122.           694.          2175.          2776.
  421      56          -4330.          3995.           773.          2185.          2623.
  422      57          -4446.          3867.           853.          2195.          2468.
  423      58          -4563.          3739.           933.          2205.          2313.
  424      59          -4681.          3610.          1013.          2214.          2156.
  425      60          -4800.          3481.          1093.          2223.          1997.
  426      61          -4919.          3352.          1173.          2231.          1838.
  427      62          -5039.          3223.          1254.          2240.          1677.
  428      63          -5160.          3093.          1335.          2248.          1516.
  429      64          -5281.          2964.          1416.          2255.          1353.
  430      65          -5404.          2834.          1496.          2263.          1189.
  431      66          -5526.          2704.          1577.          2270.          1025.
  432      67          -5649.          2574.          1658.          2276.           859.
  433      68          -5773.          2444.          1739.          2283.           693.
  434      69          -5897.          2314.          1820.          2289.           526.
  435      70          -6022.          2184.          1901.          2294.           358.
  436      71          -6147.          2055.          1982.          2299.           189.
  437      72          -6273.          1925.          2063.          2304.            20.
  438      73          -6398.          1796.          2143.          2309.          -150.
  439      74          -6524.          1667.          2224.          2313.          -321.
  440      75          -6651.          1538.          2304.          2317.          -492.
  441      76          -6777.          1409.          2384.          2320.          -664.
  442      77          -6904.          1281.          2464.          2323.          -835.
  443      78          -7031.          1153.          2544.          2326.         -1008.
  444      79          -7158.          1026.          2623.          2328.         -1180.
  445      80          -7285.           899.          2702.          2330.         -1353.
  446      81          -7412.           773.          2781.          2332.         -1526.
  447      82          -7539.           647.          2860.          2333.         -1699.
  448      83          -7666.           522.          2938.          2334.         -1873.
  449      84          -7793.           397.          3016.          2334.         -2046.
  450      85          -7919.           273.          3093.          2334.         -2219.
  451      86          -8046.           150.          3170.          2334.         -2393.
  452      87          -8172.            27.          3246.          2333.         -2566.
  453      88          -8299.           -95.          3322.          2332.         -2739.
  454      89          -8425.          -216.          3398.          2331.         -2911.
  455      90          -8550.          -336.          3473.          2329.         -3084.
  456      91          -8675.          -455.          3548.          2327.         -3256.
  457      92          -8800.          -573.          3622.          2324.         -3428.
  458      93          -8925.          -691.          3695.          2321.         -3599.
  459      94          -9049.          -807.          3768.          2318.         -3770.
  460      95          -9172.          -922.          3840.          2314.         -3940.
  461      96          -9295.         -1036.          3912.          2310.         -4109.
  462      97          -9418.         -1150.          3983.          2306.         -4278.
  463      98          -9539.         -1261.          4053.          2301.         -4447.
  464      99          -9661.         -1372.          4123.          2296.         -4614.
  465     100          -9781.         -1482.          4192.          2290.         -4781.
  466     101          -9901.         -1590.          4260.          2284.         -4946.
  467     102         -10020.         -1697.          4328.          2278.         -5111.
  468     103         -10138.         -1803.          4395.          2272.         -5275.
  469     104         -10255.         -1907.          4461.          2265.         -5437.
  470     105         -10372.         -2010.          4526.          2258.         -5599.
  471     106         -10488.         -2112.          4590.          2250.         -5759.
  472     107         -10602.         -2212.          4654.          2242.         -5918.
  473     108         -10716.         -2310.          4716.          2234.         -6076.
  474     109         -10829.         -2407.          4778.          2225.         -6233.
  475     110         -10941.         -2503.          4839.          2216.         -6388.
  476     111         -11052.         -2597.          4900.          2207.         -6542.
  477     112         -11161.         -2689.          4959.          2198.         -6694.
  478     113         -11270.         -2779.          5017.          2188.         -6845.
  479     114         -11377.         -2868.          5074.          2178.         -6994.
  480     115         -11483.         -2956.          5131.          2167.         -7141.
  481     116         -11588.         -3041.          5186.          2156.         -7287.
  482     117         -11692.         -3125.          5241.          2145.         -7431.
  483     118         -11795.         -3207.          5294.          2134.         -7573.
  484     119         -11896.         -3287.          5347.          2122.         -7713.
  485     120         -11996.          -855.          7030.           225.         -5595.
  486     121         -12094.           551.          8044.           285.         -3214.
  487     122         -12191.          1335.          8651.           325.         -1880.
  488     123         -12287.          1774.          9032.           355.         -1126.
  489     124         -12381.          2019.          9284.           378.          -700.
  490     125         -12473.          2151.          9461.           397.          -464.
  491     126         -12565.          2219.          9593.           414.          -338.
  492     127         -12654.          2247.          9698.           429.          -280.
  493     128         -12742.          2253.          9785.           444.          -261.
  494     129         -12829.          2244.          9860.           458.          -267.
  495     130         -12914.          2226.          9927.           471.          -289.
  496     131         -12997.          2204.          9989.           484.          -321.
  497     132         -13079.          2178.         10045.           496.          -359.
  498     133         -13158.          2150.         10098.           509.          -401.
  499     134         -13237.          2122.         10148.           521.          -446.
  500     135         -13313.          2093.         10195.           533.          -493.
  501     136         -13388.          2064.         10239.           545.          -540.
  502     137         -13461.          2035.         10281.           556.          -588.
  503     138         -13532.          2007.         10321.           568.          -637.
  504     139         -13601.          1979.         10358.           579.          -685.
  505     140         -13668.          1952.         10393.           590.          -734.
  506     141         -13734.          1926.         10425.           601.          -782.
  507     142         -13798.          1900.         10456.           612.          -830.
  508     143         -13859.          1875.         10484.           622.          -878.
  509     144         -13919.          1852.         10510.           633.          -925.
  510     145         -13977.          1829.         10534.           643.          -972.
  511     146         -14033.          1806.         10555.           653.         -1018.
  512     147         -14087.          1785.         10575.           663.         -1064.
  513     148         -14139.          1765.         10592.           672.         -1109.
  514     149         -14189.          1746.         10607.           682.         -1154.
  515     150         -14237.          1728.         10620.           691.         -1198.
  516     151         -14283.          1711.         10631.           700.         -1241.
  517     152         -14327.          1695.         10640.           709.         -1284.
  518     153         -14369.          1680.         10646.           717.         -1325.
  519     154         -14409.          1666.         10651.           726.         -1366.
  520     155         -14446.          1653.         10653.           734.         -1406.
  521     156         -14482.          1641.         10653.           742.         -1445.
  522     157         -14515.          1631.         10652.           749.         -1484.
  523     158         -14547.          1621.         10648.           757.         -1521.
  524     159         -14576.          1613.         10641.           764.         -1558.
  525     160         -14603.          1606.         10633.           771.         -1593.
  526     161         -14628.          1600.         10623.           778.         -1627.
  527     162         -14651.          1595.         10611.           784.         -1661.
  528     163         -14672.          1592.         10596.           790.         -1693.
  529     164         -14690.          1590.         10580.           796.         -1724.
  530     165         -14706.          1589.         10561.           802.         -1754.
  531     166         -14721.          1589.         10541.           808.         -1783.
  532     167         -14733.          1590.         10518.           813.         -1811.
  533     168         -14743.          1593.         10494.           818.         -1838.
  534     169         -14750.          1597.         10467.           823.         -1863.
  535     170         -14756.          1602.         10439.           828.         -1887.
  536     171         -14759.          1608.         10408.           832.         -1910.
  537     172         -14760.          1616.         10376.           836.         -1932.
  538     173         -14759.          1625.         10342.           840.         -1952.
  539     174         -14756.          1635.         10305.           844.         -1972.
  540     175         -14750.          1647.         10267.           847.         -1989.
  541     176         -14743.          1660.         10227.           850.         -2006.
  542     177         -14733.          1674.         10185.           853.         -2021.
